# scer_disaggregation_recovery_long.txt 
# Generated:  Thu Sep 10 02:25:21 2015 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell, 2015 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment name
#   rep: biological replicate
#   time: minutes post heat-shock
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.ctrl: summed intensity for control (unshocked) sample
#   intensity.pre: summed intensity for shocked sample, pre-shock label
#   intensity.post: summed intensity for shocked sample, post-shock label
#   ratio.pre: normalized median ratio pre-shock label to unshocked
#   ratio.post: normalized median ratio post-shock label to unshocked
#   ratio.sum: ratio.pre + ratio.post
# 
orf	gene	experiment	rep	time	n.detections	n.peptides	intensity.ctrl	intensity.pre	intensity.post	ratio.pre	ratio.post	ratio.sum
YJR145C	RPS4A	42C10min.30C20min	rep2	20	28	12	1617208170	921873549	34657207.3	0.862	0.0305	0.8925
YJR145C	RPS4A	42C10min.30C60min	rep2	60	25	13	1994923804.4	972436460	142661184.5	0.7226	0.0851	0.8077
YJR145C	RPS4A	42C10min.30C180min	rep2	180	19	12	1743946500	552215640	871564180	0.378	0.5796	0.9575
YJR148W	BAT2	42C10min.30C60min	rep2	60	2	1	965690	942470	241690	1.4375	0.3679	1.8054
YKL001C	MET14	42C10min.30C60min	rep2	60	1	1	804710	549100	684500	0.942	1.1743	2.1163
YKL002W	DID4	42C10min.30C60min	rep2	60	1	1	589620	326940	67234	0.7655	0.1574	0.9229
YKL003C	MRP17	42C10min.30C20min	rep2	20	1	1	557920	280990	74183	0.7028	0.1855	0.8883
YKL006W	RPL14A	42C10min.30C60min	rep2	60	11	5	871317830	473087530	69289031	0.7197	0.0999	0.8196
YKL006W	RPL14A	42C10min.30C180min	rep2	180	9	5	788908690	265897140	382560710	0.3835	0.5583	0.9418
YKL006W	RPL14A	42C10min.30C0min	rep2	0	18	4	1257843097	1221621365	12584065	0.8237	0.0028	0.8264
YKL006W	RPL14A	42C10min.30C20min	rep2	20	13	3	625011590	352019390	9651754.6	0.8027	0.0122	0.8149
YKL007W	CAP1	42C10min.30C20min	rep2	20	1	1	112060	57108	7533.8	0.7111	0.0938	0.8049
YKL007W	CAP1	42C10min.30C60min	rep2	60	3	2	3474330	2225550	693670	0.8675	0.2741	1.1416
YKL009W	MRT4	42C10min.30C20min	rep2	20	2	2	1762530	1262950	102015	1.0139	0.0838	1.0977
YKL010C	UFD4	42C10min.30C20min	rep2	20	3	3	1783060	996040	188444	0.7934	0.1265	0.9199
YKL010C	UFD4	42C10min.30C60min	rep2	60	3	2	5614000	2717260	805674	0.6182	0.2156	0.8339
YKL010C	UFD4	42C10min.30C0min	rep2	0	2	1	1530930	797800	257540	0.529	0.167	0.6959
YKL014C	URB1	42C10min.30C60min	rep2	60	3	3	2434380	1620580	3231080	1.0359	3.5944	4.6302
YKL014C	URB1	42C10min.30C0min	rep2	0	1	1	1202200	324910	154960	0.2685	0.1281	0.3966
YKL014C	URB1	42C10min.30C20min	rep2	20	3	3	1622520	1041366	110134	0.8866	0.0392	0.9258
YKL014C	URB1	42C10min.30C180min	rep2	180	1	1	656690	164800	309070	0.2868	0.5379	0.8246
YKL017C	HCS1	42C10min.30C0min	rep2	0	1	1	103820	114880	39018	1.0995	0.3734	1.4729
YKL018W	SWD2	42C10min.30C60min	rep2	60	4	2	2443090	1552967	334883.2	0.7455	0.1126	0.858
YKL018W	SWD2	42C10min.30C0min	rep2	0	1	1	193840	259740	0	1.3315	0	1.3315
YKL018W	SWD2	42C10min.30C20min	rep2	20	1	1	249630	148060	0	0.8276	0	0.8276
YKL022C	CDC16	42C10min.30C60min	rep2	60	1	1	553610	478570	144530	1.1934	0.3604	1.5538
YKL024C	URA6	42C10min.30C0min	rep2	0	1	1	238750	253940	86794	1.0569	0.3612	1.4181
YKL024C	URA6	42C10min.30C20min	rep2	20	1	1	208790	134740	13796	0.9005	0.0922	0.9927
YKL024C	URA6	42C10min.30C60min	rep2	60	7	5	23462030	11851860	2008422	0.784	0.1611	0.9451
YKL024C	URA6	42C10min.30C180min	rep2	180	2	2	1138290	410330	394820	0.4118	0.3967	0.8085
YKL028W	TFA1	42C10min.30C20min	rep2	20	2	2	616380	580680	94909	1.3208	0.1986	1.5194
YKL028W	TFA1	42C10min.30C0min	rep2	0	1	1	52250	77587	0	1.4755	0	1.4755
YKL029C	MAE1	42C10min.30C0min	rep2	0	1	1	5781900	5781900	0	0.9936	0	0.9936
YKL029C	MAE1	42C10min.30C180min	rep2	180	4	2	7895100	2487130	3805660	0.3844	0.5126	0.8969
YKL029C	MAE1	42C10min.30C60min	rep2	60	4	4	8932210	3590910	1705743	0.5889	0.2107	0.7996
YKL029C	MAE1	42C10min.30C20min	rep2	20	3	2	1475180	814360	20731	0.908	0	0.908
YKL033W	TTI1	42C10min.30C180min	rep2	180	1	1	31097000	10933000	18242000	0.4018	0.6704	1.0722
YKL033W	TTI1	42C10min.30C20min	rep2	20	1	1	165610	159720	0	1.3458	0	1.3458
YKL035W	UGP1	42C10min.30C60min	rep2	60	27	11	367521974	213422422	78827076	0.8795	0.3231	1.2026
YKL035W	UGP1	42C10min.30C180min	rep2	180	12	9	249837660	132707520	111429830	0.5203	0.6553	1.1756
YKL035W	UGP1	42C10min.30C20min	rep2	20	16	7	255227699	145583958	18286330	0.9627	0.1045	1.0673
YKL035W	UGP1	42C10min.30C0min	rep2	0	26	6	262872176	200960849	11714894.5	0.8985	0.0235	0.922
YKL040C	NFU1	42C10min.30C60min	rep2	60	2	2	4182690	2161080	571216	0.8618	0.3689	1.2307
YKL040C	NFU1	42C10min.30C180min	rep2	180	3	2	6366640	2126830	2965480	0.4046	0.3438	0.7484
YKL040C	NFU1	42C10min.30C0min	rep2	0	1	1	1213400	776670	119900	0.636	0.0982	0.7342
YKL040C	NFU1	42C10min.30C20min	rep2	20	2	1	4951400	3444700	343490	0.9713	0.0968	1.0681
YKL041W	VPS24	42C10min.30C0min	rep2	0	1	1	57099	68471	10206	1.1915	0.1776	1.3691
YKL041W	VPS24	42C10min.30C60min	rep2	60	2	1	320780	216050	42730.4	0.9308	0.1821	1.1129
YKL046C	DCW1	42C10min.30C0min	rep2	0	1	1	343410	288280	0	0.8341	0	0.8341
YKL046C	DCW1	42C10min.30C20min	rep2	20	1	1	134840	93088	0	0.9633	0	0.9633
YKL046C	DCW1	42C10min.30C60min	rep2	60	1	1	248910	167480	0	0.9289	0	0.9289
YKL056C	TMA19	42C10min.30C0min	rep2	0	9	6	1094188410	733380940	120885142	0.6835	0.0601	0.7436
YKL056C	TMA19	42C10min.30C20min	rep2	20	8	7	797362450	477444440	45807218.06	0.8662	0.0747	0.9409
YKL056C	TMA19	42C10min.30C60min	rep2	60	11	6	1011909377	544911948	192399961	0.7791	0.1815	0.9607
YKL056C	TMA19	42C10min.30C180min	rep2	180	10	8	883903909	282638809	509358258	0.4444	0.5889	1.0333
YKL057C	NUP120	42C10min.30C0min	rep2	0	1	1	394280	381320	15604	0.961	0.0393	1.0003
YKL057C	NUP120	42C10min.30C20min	rep2	20	3	2	1474690	865950	68571	0.855	0	0.855
YKL057C	NUP120	42C10min.30C60min	rep2	60	4	4	4735060	1998060	999375	0.6213	0.2419	0.8632
YKL057C	NUP120	42C10min.30C180min	rep2	180	1	1	309850	98272	49484	0.3624	0.1825	0.545
YKL059C	MPE1	42C10min.30C60min	rep2	60	2	2	6482300	3824740	1319350	0.7892	0.2818	1.071
YKL059C	MPE1	42C10min.30C180min	rep2	180	1	1	2396700	836540	1683600	0.3989	0.8028	1.2016
YKL059C	MPE1	42C10min.30C20min	rep2	20	1	1	221480	127940	48829	0.8061	0.3076	1.1137
YKL060C	FBA1	42C10min.30C20min	rep2	20	84	17	9195248537	6052175925	464936111.3	0.9831	0.0468	1.0299
YKL060C	FBA1	42C10min.30C60min	rep2	60	72	16	7828412591	4486987044	819931322.4	0.8156	0.1283	0.9439
YKL060C	FBA1	42C10min.30C180min	rep2	180	63	16	9930081667	3681088327	4548350500	0.4423	0.5382	0.9805
YKL060C	FBA1	42C10min.30C0min	rep2	0	91	15	12786906669	12969149316	794768848.7	0.9611	0.0143	0.9754
YKL062W	MSN4	42C10min.30C0min	rep2	0	2	1	82417	44255	0	0.8919	0	0.8919
YKL062W	MSN4	42C10min.30C20min	rep2	20	1	1	74115	74115	0	1.3954	0	1.3954
YKL062W	MSN4	42C10min.30C60min	rep2	60	1	1	397490	205170	384620	0.7126	1.3358	2.0484
YKL067W	YNK1	42C10min.30C60min	rep2	60	3	2	13759050	7683760	2469600	0.7492	0	0.7492
YKL067W	YNK1	42C10min.30C180min	rep2	180	3	3	3552911	1275756	1724799	0.4453	0.5912	1.0365
YKL067W	YNK1	42C10min.30C0min	rep2	0	3	2	1475966	1661992	19590.6	1.1158	0.0133	1.129
YKL067W	YNK1	42C10min.30C20min	rep2	20	5	3	920845	1101896	84693	1.0308	0	1.0308
YKL068W	NUP100	42C10min.30C20min	rep2	20	1	1	429720	301930	27231	0.9804	0.0884	1.0689
YKL068W	NUP100	42C10min.30C60min	rep2	60	1	1	819970	118460	97236	0.1994	0.1637	0.3632
YKL078W	DHR2	42C10min.30C60min	rep2	60	2	2	521786	236746	50042	0.7668	0.0802	0.847
YKL078W	DHR2	42C10min.30C0min	rep2	0	1	1	93868	0	15246	0	0.1614	0.1614
YKL078W	DHR2	42C10min.30C20min	rep2	20	1	1	526880	261710	126760	0.6931	0.3357	1.0288
YKL080W	VMA5	42C10min.30C20min	rep2	20	9	7	71910640	43038490	31803986	0.8041	0.0879	0.892
YKL080W	VMA5	42C10min.30C60min	rep2	60	10	7	36566930	20065720	5034749	0.7477	0.1587	0.9063
YKL080W	VMA5	42C10min.30C180min	rep2	180	10	6	23425160	9392780	11875160	0.4925	0.6212	1.1137
YKL080W	VMA5	42C10min.30C0min	rep2	0	4	3	75593030	50593480	18619154.8	0.7996	0.0126	0.8122
YKL081W	TEF4	42C10min.30C60min	rep2	60	29	13	1393175470	780983180	135797399.8	0.7497	0.1339	0.8837
YKL081W	TEF4	42C10min.30C20min	rep2	20	19	11	1129570290	616320640	32634279	0.8018	0.0447	0.8465
YKL081W	TEF4	42C10min.30C0min	rep2	0	10	7	856038750	595582740	25729130	0.5457	0.0103	0.5559
YKL081W	TEF4	42C10min.30C180min	rep2	180	18	10	1022532420	439882350	486941600	0.4082	0.557	0.9653
YKL082C	RRP14	42C10min.30C0min	rep2	0	2	1	531700	407920	79520	0.7616	0.1486	0.9102
YKL082C	RRP14	42C10min.30C20min	rep2	20	2	1	337100	230600	38492	1.004	0.1626	1.1666
YKL082C	RRP14	42C10min.30C60min	rep2	60	2	1	1191040	828420	301980	1.0199	0.3486	1.3685
YKL085W	MDH1	42C10min.30C20min	rep2	20	4	2	45718600	26462100	1311950	0.8537	0.0654	0.9191
YKL085W	MDH1	42C10min.30C60min	rep2	60	6	5	57381290	30377610	6917100	0.7075	0.2027	0.9103
YKL085W	MDH1	42C10min.30C180min	rep2	180	7	5	27592360	9484157	12027423	0.4055	0.5665	0.972
YKL085W	MDH1	42C10min.30C0min	rep2	0	1	1	36135000	27906000	244170	0.7674	0.0067	0.7741
YKL088W	CAB3	42C10min.30C60min	rep2	60	4	3	2514410	1341270	422193	0.7306	0.1207	0.8513
YKL088W	CAB3	42C10min.30C0min	rep2	0	4	3	5239750	6051140	864623	0.8368	0.1883	1.0251
YKL088W	CAB3	42C10min.30C180min	rep2	180	2	2	4526000	2087000	2091010	0.5302	0.536	1.0662
YKL088W	CAB3	42C10min.30C20min	rep2	20	1	1	743920	381570	83528	0.7157	0.1567	0.8724
YKL091C	NA	42C10min.30C60min	rep2	60	2	2	2512640	3007560	948690	1.3757	0.4918	1.8675
YKL091C	NA	42C10min.30C180min	rep2	180	1	1	760230	350020	524980	0.5262	0.7892	1.3153
YKL092C	BUD2	42C10min.30C20min	rep2	20	1	1	235090	98613	2801	0.5853	0.0166	0.602
YKL092C	BUD2	42C10min.30C60min	rep2	60	1	1	256390	110820	30069	0.5967	0.1619	0.7586
YKL094W	YJU3	42C10min.30C0min	rep2	0	2	1	1325590	1205060	0	0.9211	0	0.9211
YKL094W	YJU3	42C10min.30C20min	rep2	20	2	2	1663980	1077230	168352	0.9114	0.159	1.0704
YKL094W	YJU3	42C10min.30C60min	rep2	60	2	2	2152640	1299450	587300	0.851	0.4541	1.305
YKL094W	YJU3	42C10min.30C180min	rep2	180	2	1	2283500	1014470	1552600	0.5029	0.7777	1.2807
YKL103C	APE1	42C10min.30C60min	rep2	60	4	3	10944080	9727360	3283291.4	1.6196	0.5171	2.1367
YKL103C	APE1	42C10min.30C180min	rep2	180	2	2	4280600	1675510	2235460	0.4555	0.5943	1.0497
YKL103C	APE1	42C10min.30C0min	rep2	0	4	2	917348	942038	124998	0.9456	0.0844	1.03
YKL103C	APE1	42C10min.30C20min	rep2	20	2	2	1562460	1166500	169497	1.0489	0.1596	1.2085
YKL104C	GFA1	42C10min.30C0min	rep2	0	5	4	13708750	16784110	987936.7	0.9897	0.0025	0.9922
YKL104C	GFA1	42C10min.30C20min	rep2	20	9	6	78203290	59529048	3931857	0.8529	0	0.8529
YKL104C	GFA1	42C10min.30C60min	rep2	60	13	10	43798910	21700303	4217775	0.7876	0.2162	1.0038
YKL104C	GFA1	42C10min.30C180min	rep2	180	4	2	21908290	28415240	14872380	0.9132	0.8539	1.7671
YKL106W	AAT1	42C10min.30C60min	rep2	60	1	1	1055400	707660	602430	0.9257	0.788	1.7137
YKL110C	KTI12	42C10min.30C0min	rep2	0	2	1	5742600	4819100	207238	0.8342	0.0358	0.87
YKL110C	KTI12	42C10min.30C20min	rep2	20	1	1	5610100	3904700	226740	0.9712	0.0564	1.0276
YKL110C	KTI12	42C10min.30C180min	rep2	180	1	1	5257900	1709200	3049900	0.3715	0.6629	1.0344
YKL114C	APN1	42C10min.30C60min	rep2	60	3	2	6043040	3782330	921190	0.7934	0.2036	0.997
YKL114C	APN1	42C10min.30C0min	rep2	0	1	1	4026600	3658200	130730	0.9027	0.0323	0.935
YKL114C	APN1	42C10min.30C20min	rep2	20	2	1	4020600	2977140	286099	0.9922	0.1134	1.1056
YKL117W	SBA1	42C10min.30C20min	rep2	20	1	1	65972000	58913000	1934900	1.2461	0.0409	1.287
YKL117W	SBA1	42C10min.30C60min	rep2	60	1	1	74289000	35856000	9975800	0.6663	0.1854	0.8517
YKL117W	SBA1	42C10min.30C180min	rep2	180	1	1	100560000	49341000	43916000	0.5607	0.4991	1.0598
YKL122C	SRP21	42C10min.30C0min	rep2	0	1	1	667550	477230	38639	0.7104	0.0575	0.7679
YKL122C	SRP21	42C10min.30C20min	rep2	20	1	1	1002900	619450	44704	0.8619	0.0622	0.9241
YKL122C	SRP21	42C10min.30C60min	rep2	60	2	1	2371200	1171740	266670	0.6838	0.1575	0.8413
YKL122C	SRP21	42C10min.30C180min	rep2	180	1	1	2597600	1052300	1296700	0.4629	0.5705	1.0334
YKL126W	YPK1	42C10min.30C0min	rep2	0	3	2	1408365	946414.1	218207.2	0.5848	0.1483	0.7331
YKL126W	YPK1	42C10min.30C20min	rep2	20	2	2	964650	806850	43354	1.1593	0.0625	1.2218
YKL126W	YPK1	42C10min.30C60min	rep2	60	1	1	4652100	2390900	769520	0.7095	0.2284	0.9379
YKL127W	PGM1	42C10min.30C0min	rep2	0	10	3	7575470	8828440	614207	1.0048	0.0373	1.0421
YKL127W	PGM1	42C10min.30C20min	rep2	20	8	3	21194000	17484980	539370	1.1025	0.037	1.1395
YKL127W	PGM1	42C10min.30C60min	rep2	60	10	4	113370720	73450950	17672610	0.9129	0.2523	1.1651
YKL127W	PGM1	42C10min.30C180min	rep2	180	5	3	39356700	15804100	19100500	0.4683	0.5465	1.0148
YKL129C	MYO3	42C10min.30C60min	rep2	60	1	1	0	119300	11194	Inf	Inf	Inf
YKL129C	MYO3	42C10min.30C20min	rep2	20	1	1	1373900	837650	0	0.8508	0	0.8508
YKL130C	SHE2	42C10min.30C0min	rep2	0	2	1	804150	567430	118961	0.7056	0.1472	0.8528
YKL130C	SHE2	42C10min.30C20min	rep2	20	1	1	137520	60732	29828	0.6162	0.3027	0.9189
YKL135C	APL2	42C10min.30C20min	rep2	20	2	1	983000	889860	39750	1.2673	0.0565	1.3239
YKL135C	APL2	42C10min.30C180min	rep2	180	2	2	1241020	1694897	748990	1.6355	0.7062	2.3417
YKL140W	TGL1	42C10min.30C20min	rep2	20	2	2	684770	792620	152330	2.1793	0.182	2.3613
YKL140W	TGL1	42C10min.30C0min	rep2	0	1	1	86526	70057	0	0.8045	0	0.8045
YKL140W	TGL1	42C10min.30C60min	rep2	60	1	1	839180	740720	182600	1.2185	0.3004	1.5189
YKL142W	MRP8	42C10min.30C60min	rep2	60	2	2	12903000	8637300	3511800	0.9247	0.3813	1.306
YKL142W	MRP8	42C10min.30C180min	rep2	180	2	2	5048700	2705700	2959000	0.6217	0.6795	1.3012
YKL145W	RPT1	42C10min.30C60min	rep2	60	10	8	18713430	11014760	4899495	0.8469	0.2879	1.1348
YKL145W	RPT1	42C10min.30C0min	rep2	0	3	3	17669940	12186070	471200	0.768	0.1257	0.8937
YKL145W	RPT1	42C10min.30C20min	rep2	20	5	5	32155640	17990708	1719491	0.8404	0.0751	0.9155
YKL145W	RPT1	42C10min.30C180min	rep2	180	4	3	40850730	14281630	19902850	0.3968	0.5295	0.9263
YKL150W	MCR1	42C10min.30C60min	rep2	60	3	2	2933500	1855946	468369	0.7873	0.2295	1.0168
YKL150W	MCR1	42C10min.30C180min	rep2	180	1	1	460790	273210	388570	0.6776	0.9637	1.6413
YKL150W	MCR1	42C10min.30C20min	rep2	20	1	1	3600700	2035300	160480	0.7888	0.0622	0.851
YKL152C	GPM1	42C10min.30C0min	rep2	0	31	12	7341659011	7545492555	208654574	1.0685	0.0236	1.0922
YKL152C	GPM1	42C10min.30C20min	rep2	20	38	12	6895274778	4783614462	314549160.9	0.9892	0.051	1.0401
YKL152C	GPM1	42C10min.30C60min	rep2	60	41	13	6306790935	3758900900	706696203	0.8432	0.1661	1.0092
YKL152C	GPM1	42C10min.30C180min	rep2	180	32	12	6165864550	2501340747	3152183292	0.4585	0.5769	1.0354
YKL156W	RPS27A	42C10min.30C180min	rep2	180	9	3	947322020	288422970	412459320	0.3879	0.5945	0.9824
YKL156W	RPS27A	42C10min.30C0min	rep2	0	5	3	765914612	719097000	6164455	0.8351	0.006	0.8412
YKL156W	RPS27A	42C10min.30C20min	rep2	20	5	2	591670500	319765100	6779470	0.7747	0.0159	0.7906
YKL156W	RPS27A	42C10min.30C60min	rep2	60	7	2	707391580	334405610	59125740	0.6358	0.1056	0.7414
YKL157W	APE2	42C10min.30C0min	rep2	0	5	2	7094356	4880089	2074868	0.7363	0.5747	1.311
YKL157W	APE2	42C10min.30C20min	rep2	20	1	1	7837300	4975100	692450	0.8858	0.1233	1.0091
YKL157W	APE2	42C10min.30C60min	rep2	60	9	7	104611320	68963050	20436940	0.8794	0.28	1.1595
YKL157W	APE2	42C10min.30C180min	rep2	180	7	7	16774000	7572900	30828000	0.477	0.7002	1.1772
YKL166C	TPK3	42C10min.30C60min	rep2	60	4	3	4276029	2695762	647080.3	0.8775	0.1732	1.0507
YKL166C	TPK3	42C10min.30C0min	rep2	0	1	1	743820	266970	85954	0.3566	0.1148	0.4715
YKL166C	TPK3	42C10min.30C20min	rep2	20	1	1	901660	451250	46914	0.6984	0.0726	0.771
YKL172W	EBP2	42C10min.30C60min	rep2	60	1	1	240160	205410	28231	1.1808	0.1623	1.343
YKL179C	COY1	42C10min.30C180min	rep2	180	1	1	232230	86109	81365	0.4237	0.4004	0.8241
YKL180W	RPL17A	42C10min.30C0min	rep2	0	21	6	2035737674	2150163840	55211829.3	0.9784	0.0075	0.9858
YKL180W	RPL17A	42C10min.30C180min	rep2	180	16	6	2126722970	693160724	1091734870	0.3833	0.5668	0.9501
YKL180W	RPL17A	42C10min.30C60min	rep2	60	22	6	1688003160	887301880	136473739.6	0.7233	0.1311	0.8544
YKL180W	RPL17A	42C10min.30C20min	rep2	20	14	4	1310983800	738585920	52554624	0.8188	0.0295	0.8483
YKL181W	PRS1	42C10min.30C0min	rep2	0	2	1	501270	356070	27380	0.7145	0.055	0.7696
YKL181W	PRS1	42C10min.30C20min	rep2	20	3	3	10970380	3997370	634334.5	0.7608	0.0804	0.8412
YKL181W	PRS1	42C10min.30C60min	rep2	60	2	2	2496030	1206750	189509	0.6474	0.1242	0.7716
YKL181W	PRS1	42C10min.30C180min	rep2	180	1	1	775890	68832	294740	0.1014	0.4341	0.5355
YKL182W	FAS1	42C10min.30C20min	rep2	20	95	43	2155028164	1237922165	199393918.4	0.7974	0.0287	0.8261
YKL182W	FAS1	42C10min.30C60min	rep2	60	84	46	2005449750	960550117	148245179.2	0.687	0.107	0.794
YKL182W	FAS1	42C10min.30C180min	rep2	180	63	38	2363962010	763625273	947736270	0.3788	0.5194	0.8982
YKL182W	FAS1	42C10min.30C0min	rep2	0	64	32	2145289527	1749397773	89813980.32	0.809	0.021	0.83
YKL184W	SPE1	42C10min.30C60min	rep2	60	4	3	11892020	3813810	1686044	0.4606	0.2575	0.718
YKL184W	SPE1	42C10min.30C180min	rep2	180	2	2	5044000	906240	2549370	0.2093	0.5561	0.7654
YKL184W	SPE1	42C10min.30C20min	rep2	20	2	1	290390	275229	0	1.657	0	1.657
YKL189W	HYM1	42C10min.30C20min	rep2	20	1	1	25481	0	118290	0	6.4779	6.4779
YKL190W	CNB1	42C10min.30C0min	rep2	0	5	1	857444	698490	4039.2	0.7766	0	0.7766
YKL190W	CNB1	42C10min.30C20min	rep2	20	2	1	1462420	1040500	29561	0.9927	0.0285	1.0212
YKL190W	CNB1	42C10min.30C60min	rep2	60	1	1	6170400	3245800	851410	0.7262	0.1905	0.9167
YKL190W	CNB1	42C10min.30C180min	rep2	180	1	1	1471800	421330	814420	0.3271	0.6324	0.9595
YKL191W	DPH2	42C10min.30C60min	rep2	60	2	1	3080500	2087480	400320	1.02	0.1891	1.2091
YKL191W	DPH2	42C10min.30C180min	rep2	180	1	1	548840	166770	13738	0.3472	0.0286	0.3759
YKL193C	SDS22	42C10min.30C60min	rep2	60	2	2	3358790	2321985	380120	0.8401	0.2814	1.1215
YKL193C	SDS22	42C10min.30C0min	rep2	0	1	1	698150	951210	50154	1.3538	0.0714	1.4252
YKL193C	SDS22	42C10min.30C20min	rep2	20	2	1	1446990	1047430	207120	1.011	0.1998	1.2108
YKL193C	SDS22	42C10min.30C180min	rep2	180	2	1	2738800	904650	1903040	0.3771	0.802	1.1791
YKL195W	MIA40	42C10min.30C0min	rep2	0	1	1	395700	683040	18217	1.7152	0.0457	1.7609
YKL195W	MIA40	42C10min.30C20min	rep2	20	1	1	276170	176000	42632	0.8893	0.2154	1.1047
YKL195W	MIA40	42C10min.30C60min	rep2	60	1	1	344920	286290	159140	1.1459	0.6369	1.7828
YKL195W	MIA40	42C10min.30C180min	rep2	180	1	1	453720	274830	421080	0.6922	1.0606	1.7528
YKL196C	YKT6	42C10min.30C60min	rep2	60	8	4	24564950	14656010	4933285	1.0464	0.3009	1.3473
YKL196C	YKT6	42C10min.30C180min	rep2	180	2	2	4707600	1818220	1585820	0.4674	0.4456	0.913
YKL196C	YKT6	42C10min.30C0min	rep2	0	3	2	1539780	1720320	6412116	1.1282	0.215	1.3432
YKL196C	YKT6	42C10min.30C20min	rep2	20	6	2	3267040	2437455	266920	0.9793	0.1396	1.1189
YKL197C	PEX1	42C10min.30C60min	rep2	60	2	2	483230	332020	540240	0.9777	1.6469	2.6246
YKL204W	EAP1	42C10min.30C0min	rep2	0	1	1	513920	743280	50500	1.4371	0.0976	1.5347
YKL204W	EAP1	42C10min.30C20min	rep2	20	2	1	1433190	1227140	170484	1.1966	0.166	1.3626
YKL204W	EAP1	42C10min.30C60min	rep2	60	1	1	3555700	2750800	729470	1.068	0.2832	1.3512
YKL205W	LOS1	42C10min.30C60min	rep2	60	5	3	866870	751607	757185	1.3386	0	1.3386
YKL210W	UBA1	42C10min.30C20min	rep2	20	15	8	46797880	33725060	1899338	0.9595	0.0449	1.0043
YKL210W	UBA1	42C10min.30C180min	rep2	180	8	7	92601990	25665510	32748080	0.3331	0.4268	0.7599
YKL210W	UBA1	42C10min.30C60min	rep2	60	12	7	31823160	22694160	8621610	0.9106	0.2973	1.2079
YKL210W	UBA1	42C10min.30C0min	rep2	0	7	4	52280140	61600690	2746829	1.0145	0.0336	1.0481
YKL211C	TRP3	42C10min.30C60min	rep2	60	3	3	510939	280431	16035	0.7384	0.1339	0.8723
YKL212W	SAC1	42C10min.30C60min	rep2	60	5	4	4431503	2898546	10863645	0.9562	0.2105	1.1667
YKL212W	SAC1	42C10min.30C20min	rep2	20	2	2	1287050	1050040	5093430	1.1085	5.8925	7.001
YKL212W	SAC1	42C10min.30C0min	rep2	0	2	2	793070	876770	247962	0.9534	0.2825	1.236
YKL213C	DOA1	42C10min.30C20min	rep2	20	2	2	863740	722990	50305	1.0707	0.0972	1.1679
YKL213C	DOA1	42C10min.30C60min	rep2	60	2	2	1101170	814880	184671	1.0497	0.2169	1.2666
YKL213C	DOA1	42C10min.30C180min	rep2	180	2	2	1092910	833860	894780	0.747	0.8422	1.5892
YKL214C	YRA2	42C10min.30C60min	rep2	60	1	1	640330	404540	202300	0.8722	0.4361	1.3083
YKL214C	YRA2	42C10min.30C20min	rep2	20	1	1	758850	495330	154550	0.9108	0.2842	1.195
YKL215C	OXP1	42C10min.30C0min	rep2	0	3	2	3716600	3261470	390025	0.936	0.1159	1.052
YKL215C	OXP1	42C10min.30C20min	rep2	20	5	3	3076890	2814960	278940	1.2228	0.0764	1.2993
YKL215C	OXP1	42C10min.30C60min	rep2	60	1	1	1134700	488210	196400	0.594	0.2389	0.8329
YKL215C	OXP1	42C10min.30C180min	rep2	180	1	1	3837100	1894400	1986000	0.5642	0.5915	1.1557
YKL216W	URA1	42C10min.30C60min	rep2	60	9	5	274081100	130369870	16175391	0.6008	0.1061	0.7069
YKL216W	URA1	42C10min.30C20min	rep2	20	14	5	342061750	116227790	3937735	0.7945	0.021	0.8155
YKL216W	URA1	42C10min.30C180min	rep2	180	6	5	275438530	80188680	107610080	0.3079	0.4616	0.7695
YKL216W	URA1	42C10min.30C0min	rep2	0	5	2	198927800	161811700	2977734	0.8271	0.0019	0.829
YKR001C	VPS1	42C10min.30C180min	rep2	180	11	6	67549890	24625045	27044656	0.4482	0.5877	1.0359
YKR001C	VPS1	42C10min.30C0min	rep2	0	4	2	2552590	2538590	462698	0.9746	0.2941	1.2687
YKR001C	VPS1	42C10min.30C20min	rep2	20	7	4	40156000	26288420	3220860	0.9598	0.0802	1.0401
YKR001C	VPS1	42C10min.30C60min	rep2	60	11	7	62264890	28602381	18828947	0.7081	0.2838	0.9919
YKR002W	PAP1	42C10min.30C60min	rep2	60	4	3	3360240	1991160	1062210	0.8588	0.705	1.5638
YKR002W	PAP1	42C10min.30C180min	rep2	180	1	1	629570	164640	343780	0.2989	0.624	0.9229
YKR002W	PAP1	42C10min.30C0min	rep2	0	1	1	92540	74628	0	0.8013	0	0.8013
YKR002W	PAP1	42C10min.30C20min	rep2	20	1	1	101620	73896	0	1.0147	0	1.0147
YKR004C	ECM9	42C10min.30C0min	rep2	0	1	1	9686.6	0	609150	0	62.4861	62.4861
