# scer_disaggregation_recovery_long.txt 
# Generated:  Thu Sep 10 02:25:21 2015 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell, 2015 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment name
#   rep: biological replicate
#   time: minutes post heat-shock
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.ctrl: summed intensity for control (unshocked) sample
#   intensity.pre: summed intensity for shocked sample, pre-shock label
#   intensity.post: summed intensity for shocked sample, post-shock label
#   ratio.pre: normalized median ratio pre-shock label to unshocked
#   ratio.post: normalized median ratio post-shock label to unshocked
#   ratio.sum: ratio.pre + ratio.post
# 
orf	gene	experiment	rep	time	n.detections	n.peptides	intensity.ctrl	intensity.pre	intensity.post	ratio.pre	ratio.post	ratio.sum
YKR006C	MRPL13	42C10min.30C20min	rep2	20	1	1	304510	124480	0	0.5704	0	0.5704
YKR006C	MRPL13	42C10min.30C60min	rep2	60	2	2	510490	329093	0	0.7937	0	0.7937
YKR008W	RSC4	42C10min.30C60min	rep2	60	3	2	1289212	1129353	214795.5	0.8465	0.2004	1.0469
YKR009C	FOX2	42C10min.30C60min	rep2	60	2	2	725132	1332850	38961	8.3915	0.0415	8.433
YKR014C	YPT52	42C10min.30C0min	rep2	0	2	1	1208160	1471720	53179	1.2229	0.0423	1.2651
YKR014C	YPT52	42C10min.30C60min	rep2	60	1	1	971250	589760	205320	0.8383	0.2918	1.1301
YKR018C	NA	42C10min.30C60min	rep2	60	3	3	18018630	10065320	5836910	0.9372	0.4138	1.351
YKR018C	NA	42C10min.30C180min	rep2	180	2	1	9982800	3733400	5935300	0.424	0.6786	1.1027
YKR020W	VPS51	42C10min.30C20min	rep2	20	1	1	1207200	547860	79082	0.6333	0.0914	0.7247
YKR026C	GCN3	42C10min.30C20min	rep2	20	3	2	6893710	4223070	614193	0.7047	0.1028	0.8074
YKR026C	GCN3	42C10min.30C60min	rep2	60	5	4	17747580	10184340	1877150	0.7583	0.1056	0.8639
YKR026C	GCN3	42C10min.30C0min	rep2	0	1	1	23552000	14998000	310500	0.6328	0.0131	0.6459
YKR026C	GCN3	42C10min.30C180min	rep2	180	2	2	18954900	6521500	6674910	0.6792	0.4922	1.1714
YKR028W	SAP190	42C10min.30C20min	rep2	20	1	1	99781	99781	0	1.3954	0	1.3954
YKR028W	SAP190	42C10min.30C60min	rep2	60	4	3	2638000	1908340	297546	1.1032	0.1928	1.296
YKR028W	SAP190	42C10min.30C180min	rep2	180	1	1	441060	171950	221400	0.4455	0.5736	1.0192
YKR035W-A	DID2	42C10min.30C0min	rep2	0	1	1	661370	324040	244380	0.4868	0.3672	0.854
YKR035W-A	DID2	42C10min.30C20min	rep2	20	2	2	3006090	1717600	1293227	0.864	0.4831	1.3472
YKR035W-A	DID2	42C10min.30C60min	rep2	60	1	1	2636000	1447000	950160	0.7578	0.4976	1.2554
YKR035W-A	DID2	42C10min.30C180min	rep2	180	1	1	4033700	1011600	1479700	0.2866	0.4192	0.7058
YKR037C	SPC34	42C10min.30C60min	rep2	60	2	2	2412140	1598120	440751	1.3375	0.3625	1.7
YKR038C	KAE1	42C10min.30C60min	rep2	60	2	2	1060310	779780	349760	1.0584	0.4423	1.5006
YKR039W	GAP1	42C10min.30C60min	rep2	60	2	2	5460560	3096260	649460	0.7914	0.1838	0.9752
YKR043C	SHB17	42C10min.30C60min	rep2	60	3	2	4809620	2460670	506950	0.6664	0.1081	0.7745
YKR046C	PET10	42C10min.30C60min	rep2	60	1	1	683760	519380	205220	1.0486	0.4143	1.463
YKR048C	NAP1	42C10min.30C20min	rep2	20	4	2	10780900	8377400	383520	1.1326	0.0332	1.1658
YKR048C	NAP1	42C10min.30C60min	rep2	60	7	5	73873420	40320520	9952689	0.7626	0.1748	0.9374
YKR048C	NAP1	42C10min.30C180min	rep2	180	3	3	17154200	7088000	8439700	0.4799	0.5446	1.0246
YKR048C	NAP1	42C10min.30C0min	rep2	0	1	1	3407200	3446300	27854	1.005	0.0081	1.0132
YKR049C	FMP46	42C10min.30C20min	rep2	20	1	1	104250	81165	44196	1.0864	0.5916	1.678
YKR054C	DYN1	42C10min.30C60min	rep2	60	1	1	470450	238370	63971	0.6995	0.1877	0.8872
YKR054C	DYN1	42C10min.30C0min	rep2	0	1	1	772290	78093	108040	0.1005	0.139	0.2395
YKR055W	RHO4	42C10min.30C60min	rep2	60	1	1	2499800	1595900	316560	0.8813	0.1748	1.0562
YKR056W	TRM2	42C10min.30C0min	rep2	0	4	1	2298370	2068170	660160	0.8517	0.2706	1.1222
YKR056W	TRM2	42C10min.30C20min	rep2	20	3	1	2040050	1208810	29206	0.7826	0	0.7826
YKR057W	RPS21A	42C10min.30C0min	rep2	0	18	6	660703060	700909172	19744767.4	0.8601	0.0188	0.8789
YKR057W	RPS21A	42C10min.30C20min	rep2	20	22	6	761338950	428012800	31952116	0.8208	0.0337	0.8544
YKR057W	RPS21A	42C10min.30C60min	rep2	60	12	6	607998600	323294951	56723577	0.6955	0.1327	0.8282
YKR057W	RPS21A	42C10min.30C180min	rep2	180	12	5	1190308540	388703379	640641263	0.3772	0.6056	0.9828
YKR059W	TIF1	42C10min.30C0min	rep2	0	30	15	3474720094	3210920743	85127573.2	0.8617	0.0219	0.8836
YKR059W	TIF1	42C10min.30C20min	rep2	20	36	16	2978282480	1723249310	91103067	0.8064	0.0313	0.8377
YKR059W	TIF1	42C10min.30C60min	rep2	60	46	20	3064434330	1532681281	360275565.4	0.7543	0.1353	0.8896
YKR059W	TIF1	42C10min.30C180min	rep2	180	35	18	3121678450	1127874448	1481175630	0.4203	0.5209	0.9412
YKR062W	TFA2	42C10min.30C60min	rep2	60	1	1	790810	584090	96535	1.0196	0.1685	1.1882
YKR063C	LAS1	42C10min.30C20min	rep2	20	1	1	330070	176450	10632	0.746	0.0449	0.7909
YKR064W	OAF3	42C10min.30C60min	rep2	60	1	1	86900	41662	3063.4	0.6619	0.0487	0.7105
YKR066C	CCP1	42C10min.30C0min	rep2	0	1	1	1786800	1763000	45849	0.9804	0.0255	1.0059
YKR066C	CCP1	42C10min.30C20min	rep2	20	2	2	3831360	2358420	189580	0.862	0.0393	0.9013
YKR066C	CCP1	42C10min.30C60min	rep2	60	4	3	26745000	18407100	5188460	0.957	0.2638	1.2208
YKR066C	CCP1	42C10min.30C180min	rep2	180	3	3	6756470	2887050	4658320	0.4836	0.9116	1.3952
YKR068C	BET3	42C10min.30C60min	rep2	60	1	1	16820000	8073300	2539200	0.6626	0.2084	0.871
YKR068C	BET3	42C10min.30C180min	rep2	180	1	1	4327700	1314500	2065700	0.3471	0.5455	0.8926
YKR070W	NA	42C10min.30C60min	rep2	60	2	1	2599200	1422572	363643	0.4974	0.2118	0.7091
YKR070W	NA	42C10min.30C180min	rep2	180	1	1	1029900	343980	497950	0.3817	0.5525	0.9342
YKR071C	DRE2	42C10min.30C0min	rep2	0	2	1	5922000	4491700	73190	0.7535	0.0123	0.7658
YKR071C	DRE2	42C10min.30C20min	rep2	20	2	1	4837670	2997490	425650	0.7466	0.0642	0.8108
YKR071C	DRE2	42C10min.30C60min	rep2	60	1	1	5006500	2747300	1476100	0.7576	0.407	1.1646
YKR071C	DRE2	42C10min.30C180min	rep2	180	1	1	2512300	783140	2974800	0.3562	1.3532	1.7094
YKR072C	SIS2	42C10min.30C60min	rep2	60	2	2	834130	409404	305277	0.6298	0.5569	1.1866
YKR072C	SIS2	42C10min.30C0min	rep2	0	2	1	4158400	4196100	28906	1.013	0.0069	1.0199
YKR079C	TRZ1	42C10min.30C180min	rep2	180	1	1	4480200	2511000	2245500	0.6405	0.5728	1.2133
YKR079C	TRZ1	42C10min.30C60min	rep2	60	2	2	8509800	7334940	3301500	1.0314	0.378	1.4094
YKR079C	TRZ1	42C10min.30C20min	rep2	20	1	1	727620	533540	28048	1.0232	0.0538	1.077
YKR079C	TRZ1	42C10min.30C0min	rep2	0	1	1	113480	21009	2107.4	0.184	0.0185	0.2024
YKR081C	RPF2	42C10min.30C60min	rep2	60	1	1	2596100	1011800	171790	0.538	0.0914	0.6294
YKR082W	NUP133	42C10min.30C0min	rep2	0	1	1	78743	37202	5112.9	0.4694	0.0645	0.534
YKR082W	NUP133	42C10min.30C20min	rep2	20	2	2	835720	468850	351568.6	0.7827	0.5885	1.3712
YKR082W	NUP133	42C10min.30C60min	rep2	60	2	2	4838800	1917200	882020	0.5398	0.2509	0.7907
YKR084C	HBS1	42C10min.30C0min	rep2	0	2	1	2113040	1825660	442450	0.8651	0.2091	1.0742
YKR084C	HBS1	42C10min.30C20min	rep2	20	2	1	1544850	955300	450020	0.8689	0.4086	1.2775
YKR084C	HBS1	42C10min.30C60min	rep2	60	2	1	1567340	695500	309740	0.5577	0.3546	0.9123
YKR084C	HBS1	42C10min.30C180min	rep2	180	1	1	808520	197180	439770	0.2787	0.6216	0.9003
YKR092C	SRP40	42C10min.30C0min	rep2	0	2	1	1339680	705520	24235	0.5239	0.0111	0.535
YKR092C	SRP40	42C10min.30C20min	rep2	20	2	1	956440	467029	27911	0.7129	0.0246	0.7375
YKR092C	SRP40	42C10min.30C60min	rep2	60	3	2	1495540	612042	245280	0.6312	0.221	0.8522
YKR092C	SRP40	42C10min.30C180min	rep2	180	2	1	1712240	462762	969530	0.2676	0.6215	0.8891
YKR095W	MLP1	42C10min.30C0min	rep2	0	2	2	1153620	475524	104198	0.4348	0.2309	0.6657
YKR095W	MLP1	42C10min.30C180min	rep2	180	3	3	4337220	999766.7	1597454	0.1577	0.3451	0.5028
YKR095W	MLP1	42C10min.30C20min	rep2	20	1	1	2218500	1243100	98633	0.7819	0.062	0.8439
YKR095W	MLP1	42C10min.30C60min	rep2	60	4	3	5370470	3526680	1177650	0.6157	0.2941	0.9098
YKR095W-A	PCC1	42C10min.30C20min	rep2	20	1	1	1335300	875640	72527	0.9151	0.0758	0.9909
YKR095W-A	PCC1	42C10min.30C60min	rep2	60	1	1	1652100	988340	222730	0.8259	0.1861	1.012
YKR095W-A	PCC1	42C10min.30C180min	rep2	180	1	1	1469700	895420	762520	0.6962	0.5929	1.2892
YKR098C	UBP11	42C10min.30C180min	rep2	180	1	1	1537000	852570	694570	0.6339	0.5164	1.1503
YLL001W	DNM1	42C10min.30C60min	rep2	60	3	2	8691300	6256200	1868750	1.1538	0.3332	1.487
YLL001W	DNM1	42C10min.30C180min	rep2	180	5	4	3634910	1944030	2445310	0.6661	0.7482	1.4143
YLL001W	DNM1	42C10min.30C20min	rep2	20	2	2	1869010	1221480	81216	1.1895	0.0693	1.2589
YLL001W	DNM1	42C10min.30C0min	rep2	0	2	1	1438880	1284320	91216	0.887	0.063	0.95
YLL002W	RTT109	42C10min.30C60min	rep2	60	1	1	110780	37724	13838	0.4701	0.1724	0.6426
YLL007C	LMO1	42C10min.30C60min	rep2	60	1	1	33653	1167800	849980	47.9057	34.868	82.7737
YLL008W	DRS1	42C10min.30C60min	rep2	60	1	1	747860	469300	126110	0.8663	0.2328	1.0991
YLL008W	DRS1	42C10min.30C20min	rep2	20	1	1	368410	67848	0	0.257	0	0.257
YLL018C	DPS1	42C10min.30C20min	rep2	20	15	8	121660524	76992282	10335691	0.8663	0.0281	0.8943
YLL018C	DPS1	42C10min.30C60min	rep2	60	15	11	197632240	97875109	24087314.7	0.7172	0.1475	0.8647
YLL018C	DPS1	42C10min.30C180min	rep2	180	11	7	210329680	71411673	92213870	0.4435	0.5567	1.0002
YLL018C	DPS1	42C10min.30C0min	rep2	0	5	4	92300100	74646200	2208559	0.8932	0.0514	0.9446
YLL019C	KNS1	42C10min.30C180min	rep2	180	2	2	1384229	1137220	2645110	7.5973	23.5435	31.1408
YLL019C	KNS1	42C10min.30C60min	rep2	60	1	1	4776900	2812400	402650	0.8128	0.1164	0.9291
YLL024C	SSA2	42C10min.30C0min	rep2	0	86	28	8637321126	7271531251	256995620.3	0.8361	0.0193	0.8554
YLL024C	SSA2	42C10min.30C20min	rep2	20	112	34	8550397943	6618644000	1016451740	1.1337	0.16	1.2936
YLL024C	SSA2	42C10min.30C60min	rep2	60	131	33	8822581459	6301103039	2305690698	1.1084	0.43	1.5383
YLL024C	SSA2	42C10min.30C180min	rep2	180	87	31	8713315500	3698651878	3388673865	0.5211	0.4577	0.9788
YLL026W	HSP104	42C10min.30C0min	rep2	0	9	6	112445026	164285664	3347178	1.5458	0.0224	1.5682
YLL026W	HSP104	42C10min.30C180min	rep2	180	16	14	132459688	129423657	109102216	1.1611	1.039	2.2001
YLL026W	HSP104	42C10min.30C20min	rep2	20	25	11	212430869	361427857	173709455	2.5225	1.2001	3.7226
YLL026W	HSP104	42C10min.30C60min	rep2	60	35	23	280241580	552405580	296590830	2.4907	1.2948	3.7855
YLL029W	FRA1	42C10min.30C60min	rep2	60	4	3	8457920	13855890	2908960	1.1393	0.3422	1.4816
YLL029W	FRA1	42C10min.30C180min	rep2	180	1	1	1391700	614560	535060	0.5046	0.4394	0.944
YLL029W	FRA1	42C10min.30C0min	rep2	0	2	1	1650510	1283610	581580	0.8102	0.3603	1.1705
YLL034C	RIX7	42C10min.30C0min	rep2	0	3	2	1883370	1036986	62175.5	0.1706	0.0334	0.204
YLL034C	RIX7	42C10min.30C20min	rep2	20	1	1	175340	106260	0	0.8457	0	0.8457
YLL034C	RIX7	42C10min.30C60min	rep2	60	3	2	855450	532605	0	0.8254	0	0.8254
YLL035W	GRC3	42C10min.30C60min	rep2	60	2	1	2274270	1902730	552080	1.2852	0.3426	1.6278
YLL035W	GRC3	42C10min.30C180min	rep2	180	1	1	837060	329780	608330	0.4502	0.8305	1.2807
YLL036C	PRP19	42C10min.30C60min	rep2	60	1	1	922500	485770	1524400	0.727	2.2813	3.0082
YLL036C	PRP19	42C10min.30C180min	rep2	180	1	1	191840	33550	300030	0.1999	1.7873	1.9871
YLL040C	VPS13	42C10min.30C60min	rep2	60	10	8	9520140	6477290	1778289	0.9406	0.2364	1.1771
YLL040C	VPS13	42C10min.30C180min	rep2	180	4	4	1909860	1040030	1526465	0.6215	1.0195	1.641
YLL040C	VPS13	42C10min.30C0min	rep2	0	3	2	829920	779340	100058	0.9224	0.1534	1.0757
YLL040C	VPS13	42C10min.30C20min	rep2	20	5	4	3067680	1934921	161590.8	0.8104	0.0503	0.8606
YLL045C	RPL8B	42C10min.30C20min	rep2	20	6	2	273744130	151968220	3968497	0.88	0.1117	0.9917
YLL045C	RPL8B	42C10min.30C0min	rep2	0	8	1	245334350	273763850	6656687.6	0.9667	0.0287	0.9954
YLL045C	RPL8B	42C10min.30C60min	rep2	60	5	1	374879440	168315000	28190623	0.676	0.1122	0.7882
YLL045C	RPL8B	42C10min.30C180min	rep2	180	2	1	235200000	82643000	134932000	0.3979	0.6623	1.0603
YLL050C	COF1	42C10min.30C0min	rep2	0	10	4	759560400	755759500	52394482.3	1.0363	0.0453	1.0816
YLL050C	COF1	42C10min.30C20min	rep2	20	10	4	710564210	451104960	38916512	0.9399	0.0679	1.0078
YLL050C	COF1	42C10min.30C60min	rep2	60	11	4	551164160	273019280	64475930	0.8891	0.193	1.0821
YLL050C	COF1	42C10min.30C180min	rep2	180	7	4	667471360	281537460	349111900	0.4576	0.6023	1.0599
YLL058W	NA	42C10min.30C0min	rep2	0	1	1	564090	340400	9954.6	0.5996	0.0175	0.6171
YLL058W	NA	42C10min.30C20min	rep2	20	2	2	951300	729760	74919	1.0793	0.1121	1.1914
YLL058W	NA	42C10min.30C60min	rep2	60	1	1	733390	520350	97771	0.9795	0.184	1.1635
YLR002C	NOC3	42C10min.30C180min	rep2	180	1	1	171680	26762	82839	0.1781	0.5514	0.7296
YLR002C	NOC3	42C10min.30C0min	rep2	0	2	1	1469340	1284920	63423.9	0.8696	0.0433	0.9129
YLR002C	NOC3	42C10min.30C60min	rep2	60	1	1	358370	313050	74926	1.2059	0.2886	1.4946
YLR002C	NOC3	42C10min.30C20min	rep2	20	2	1	1106050	777440	135397	0.9849	0.1714	1.1564
YLR003C	CMS1	42C10min.30C60min	rep2	60	2	1	19900800	11979730	2772900	0.7711	0.1637	0.9348
YLR003C	CMS1	42C10min.30C180min	rep2	180	1	1	1478700	645900	976910	0.4992	0.755	1.2542
YLR003C	CMS1	42C10min.30C0min	rep2	0	2	1	2020900	1735550	151772	0.8533	0.0745	0.9278
YLR005W	SSL1	42C10min.30C60min	rep2	60	1	1	561270	567520	72998	1.3959	0.1795	1.5754
YLR005W	SSL1	42C10min.30C0min	rep2	0	1	1	716970	713470	0	0.9888	0	0.9888
YLR005W	SSL1	42C10min.30C20min	rep2	20	1	1	1326700	349880	0	0.368	0	0.368
YLR005W	SSL1	42C10min.30C180min	rep2	180	2	1	849290	119060	550850	0.1216	0.6481	0.7697
YLR009W	RLP24	42C10min.30C60min	rep2	60	3	2	16353510	7474480	2951230	0.5966	0.2536	0.8501
YLR009W	RLP24	42C10min.30C180min	rep2	180	1	1	571130	165760	287010	0.3317	0.5743	0.906
YLR017W	MEU1	42C10min.30C60min	rep2	60	3	2	12234800	5780000	1253260	0.6925	0.1566	0.849
YLR017W	MEU1	42C10min.30C180min	rep2	180	1	1	2118600	882920	875120	0.4763	0.472	0.9483
YLR017W	MEU1	42C10min.30C0min	rep2	0	1	1	1798900	231390	43134	0.1278	0.0238	0.1516
YLR017W	MEU1	42C10min.30C20min	rep2	20	1	1	2100200	932370	81130	0.6195	0.0539	0.6734
YLR024C	UBR2	42C10min.30C60min	rep2	60	1	1	169210	628910	1809600	5.131	14.7638	19.8949
YLR025W	SNF7	42C10min.30C60min	rep2	60	1	1	58339	37513	0	0.8877	0	0.8877
YLR025W	SNF7	42C10min.30C0min	rep2	0	1	1	428920	412910	0	0.9566	0	0.9566
YLR025W	SNF7	42C10min.30C20min	rep2	20	1	1	291600	261690	0	1.2523	0	1.2523
YLR027C	AAT2	42C10min.30C20min	rep2	20	3	3	3196620	2134980	452656	0.9804	0.1453	1.1257
YLR027C	AAT2	42C10min.30C60min	rep2	60	7	4	66072050	42455470	12126462	0.9026	0.2491	1.1517
YLR027C	AAT2	42C10min.30C180min	rep2	180	7	2	20354280	7282740	10825890	0.4106	0.6049	1.0156
YLR027C	AAT2	42C10min.30C0min	rep2	0	1	1	2355900	2011600	79359	0.8484	0.0335	0.8819
YLR028C	ADE16	42C10min.30C20min	rep2	20	10	6	20061490	13517550	919974.4	0.9609	0.0601	1.021
YLR028C	ADE16	42C10min.30C0min	rep2	0	5	4	12730743	10893305	132351.9	0.8822	0.013	0.8952
YLR028C	ADE16	42C10min.30C60min	rep2	60	22	14	40870602	26080094	9378142.9	0.9088	0.3214	1.2302
YLR028C	ADE16	42C10min.30C180min	rep2	180	11	7	26882210	9484787	11916292	0.48	0.6804	1.1604
YLR029C	RPL15A	42C10min.30C0min	rep2	0	9	5	1931060000	2070540000	55552100	0.9164	0.03	0.9464
YLR029C	RPL15A	42C10min.30C20min	rep2	20	12	6	1659931890	952873630	33928540	0.8133	0.029	0.8422
YLR029C	RPL15A	42C10min.30C60min	rep2	60	15	6	2090671710	1072142770	127602799	0.7005	0.0946	0.7951
YLR029C	RPL15A	42C10min.30C180min	rep2	180	12	6	2305439500	703624320	998834690	0.3587	0.536	0.8947
YLR032W	RAD5	42C10min.30C60min	rep2	60	2	2	1609790	570300	299254	0.4734	0.2383	0.7117
YLR033W	RSC58	42C10min.30C20min	rep2	20	2	1	279180	106055	0	0.5229	0	0.5229
YLR033W	RSC58	42C10min.30C60min	rep2	60	1	1	1115400	412470	0	0.5105	0	0.5105
YLR033W	RSC58	42C10min.30C0min	rep2	0	1	1	900120	472350	37067	0.5214	0.0409	0.5623
YLR035C	MLH2	42C10min.30C60min	rep2	60	1	1	2284500	1858700	416930	1.1232	0.2519	1.3752
YLR043C	TRX1	42C10min.30C0min	rep2	0	12	5	543597142	654849840	164090734	1.0922	0.0648	1.157
YLR043C	TRX1	42C10min.30C60min	rep2	60	9	4	289930000	149878040	49468140	0.7566	0.2386	0.9952
YLR043C	TRX1	42C10min.30C180min	rep2	180	6	3	291748150	95873610	150002500	0.4136	0.6	1.0136
YLR043C	TRX1	42C10min.30C20min	rep2	20	6	1	128498910	78252310	5769243.9	0.9609	0.0576	1.0185
YLR044C	PDC1	42C10min.30C0min	rep2	0	132	29	21813171016	23729088026	371540848.9	1.0306	0.0168	1.0474
YLR044C	PDC1	42C10min.30C20min	rep2	20	147	29	16940333796	11755433820	597313318.8	0.951	0.0456	0.9966
YLR044C	PDC1	42C10min.30C60min	rep2	60	157	27	21372207732	12677066582	1836577880.7	0.8077	0.1213	0.9291
YLR044C	PDC1	42C10min.30C180min	rep2	180	115	28	24157675734	8603404663	12011395402	0.4224	0.5901	1.0125
YLR045C	STU2	42C10min.30C20min	rep2	20	1	1	529360	521680	84336	1.3752	0.2223	1.5975
YLR048W	RPS0B	42C10min.30C0min	rep2	0	19	8	1851985070	1567442656	85702092.82	0.7769	0.0138	0.7907
YLR048W	RPS0B	42C10min.30C20min	rep2	20	24	8	3201692910	1686290740	81853460.1	0.7963	0.0188	0.8151
YLR048W	RPS0B	42C10min.30C60min	rep2	60	33	8	3812915530	1914419370	306329227	0.7023	0.1004	0.8027
YLR048W	RPS0B	42C10min.30C180min	rep2	180	31	9	3653581360	1128734024	1744309471	0.3722	0.5582	0.9304
YLR051C	FCF2	42C10min.30C60min	rep2	60	1	1	1173800	581900	153310	0.6844	0.1803	0.8647
YLR051C	FCF2	42C10min.30C180min	rep2	180	1	1	1038500	176670	585810	0.1944	0.6446	0.839
YLR055C	SPT8	42C10min.30C0min	rep2	0	1	1	540360	407400	89953	0.7491	0.1654	0.9146
YLR055C	SPT8	42C10min.30C20min	rep2	20	2	1	2206700	1573120	42880	0.9963	0.0272	1.0235
YLR055C	SPT8	42C10min.30C60min	rep2	60	1	1	5448800	3333600	568670	0.8446	0.1441	0.9887
YLR058C	SHM2	42C10min.30C0min	rep2	0	11	5	145048492	158108930	48110999	1.0587	0.0111	1.0698
YLR058C	SHM2	42C10min.30C20min	rep2	20	5	4	184408300	110910420	37974467	0.8788	0.1149	0.9937
YLR058C	SHM2	42C10min.30C60min	rep2	60	12	7	347684769	196468638	66251488	0.8803	0.2476	1.1278
YLR058C	SHM2	42C10min.30C180min	rep2	180	7	7	346917321	112020827	191898893	0.4761	0.7919	1.268
YLR059C	REX2	42C10min.30C180min	rep2	180	1	1	932040	347960	355450	0.4266	0.4358	0.8625
YLR060W	FRS1	42C10min.30C60min	rep2	60	14	8	98822600	58429090	16920829	0.8501	0.2162	1.0663
YLR060W	FRS1	42C10min.30C0min	rep2	0	4	2	10193600	8833600	258604	0.8087	0.0186	0.8273
YLR060W	FRS1	42C10min.30C20min	rep2	20	9	5	62809790	40580470	3351504	0.9906	0.0441	1.0346
YLR060W	FRS1	42C10min.30C180min	rep2	180	6	5	52936660	20589830	26404580	0.446	0.5833	1.0292
YLR061W	RPL22A	42C10min.30C0min	rep2	0	4	2	217431000	205667700	4100350	0.9193	0.021	0.9403
YLR061W	RPL22A	42C10min.30C20min	rep2	20	3	2	290306000	167693000	7481900	0.8041	0.0361	0.8402
YLR061W	RPL22A	42C10min.30C60min	rep2	60	7	2	238203770	118464800	16731080	0.7151	0.0772	0.7923
YLR061W	RPL22A	42C10min.30C180min	rep2	180	3	1	170800370	66162960	80109320	0.4543	0.5473	1.0017
YLR069C	MEF1	42C10min.30C60min	rep2	60	2	2	16649170	10465868	3164980	0.7811	1.8407	2.6218
YLR069C	MEF1	42C10min.30C180min	rep2	180	1	1	3506500	1573500	2244600	0.5128	0.7315	1.2443
YLR071C	RGR1	42C10min.30C0min	rep2	0	1	1	695450	491160	23766	0.7018	0.034	0.7357
YLR071C	RGR1	42C10min.30C20min	rep2	20	1	1	935030	494800	7748.5	0.7384	0.0116	0.75
YLR071C	RGR1	42C10min.30C60min	rep2	60	3	3	1470605	882859	384375	1.1761	0.3548	1.5309
YLR074C	BUD20	42C10min.30C20min	rep2	20	1	1	289950	177860	138460	0.856	0.6664	1.5223
YLR075W	RPL10	42C10min.30C0min	rep2	0	13	6	2094356140	1275127670	56061364	0.8897	0.0608	0.9505
YLR075W	RPL10	42C10min.30C20min	rep2	20	14	4	1229722010	601847460	21971441	0.829	0.0446	0.8736
YLR075W	RPL10	42C10min.30C60min	rep2	60	17	7	1184725470	580472878	129392706	0.6991	0.1059	0.805
YLR075W	RPL10	42C10min.30C180min	rep2	180	11	5	2499387710	753671620	1320855690	0.3588	0.5057	0.8644
YLR083C	EMP70	42C10min.30C60min	rep2	60	2	1	943620	762850	196426	1.2144	0.3063	1.5207
YLR096W	KIN2	42C10min.30C60min	rep2	60	2	1	1829190	1151220	219520	0.8775	0.1663	1.0438
YLR103C	CDC45	42C10min.30C20min	rep2	20	1	1	325790	177400	35750	0.7598	0.1531	0.913
YLR103C	CDC45	42C10min.30C60min	rep2	60	1	1	474990	234870	100050	0.6826	0.2908	0.9734
YLR106C	MDN1	42C10min.30C60min	rep2	60	13	10	16830480	11222620	2487159	0.8879	0.1297	1.0176
YLR106C	MDN1	42C10min.30C0min	rep2	0	3	2	1506050	1049600	230442	0.8536	0.0693	0.9228
YLR106C	MDN1	42C10min.30C20min	rep2	20	5	4	2231500	1580480	214113	1.0769	0.0677	1.1447
YLR106C	MDN1	42C10min.30C180min	rep2	180	2	2	1222120	140570	344410	0.1101	0.3084	0.4185
YLR109W	AHP1	42C10min.30C0min	rep2	0	21	9	3183751400	3640446100	123509800	1.0108	0.0254	1.0362
YLR109W	AHP1	42C10min.30C20min	rep2	20	19	9	3579845880	2599935700	248370919	1.0611	0.1091	1.1702
YLR109W	AHP1	42C10min.30C60min	rep2	60	27	9	3615758900	1919514660	629833240	0.8985	0.285	1.1834
YLR109W	AHP1	42C10min.30C180min	rep2	180	24	9	4444001458	1487158303	1756592290	0.4503	0.5635	1.0137
YLR113W	HOG1	42C10min.30C20min	rep2	20	1	1	4198600	2587500	132010	0.86	0.0439	0.9038
YLR113W	HOG1	42C10min.30C60min	rep2	60	3	3	8613620	5347690	1278382	0.827	0.2198	1.0468
YLR113W	HOG1	42C10min.30C180min	rep2	180	1	1	6058800	2520300	2900300	0.4754	0.547	1.0224
YLR114C	AVL9	42C10min.30C0min	rep2	0	1	1	216750	139890	2823.6	0.6413	0.0129	0.6542
YLR114C	AVL9	42C10min.30C20min	rep2	20	1	1	233540	134170	0	0.8017	0	0.8017
YLR114C	AVL9	42C10min.30C60min	rep2	60	1	1	2965500	1639700	1534800	0.7633	0.7145	1.4778
YLR117C	CLF1	42C10min.30C20min	rep2	20	1	1	3642700	158250	9282.6	0.0606	0.0036	0.0642
YLR118C	NA	42C10min.30C60min	rep2	60	2	1	1108800	1315980	136050	1.6645	0.1708	1.8353
YLR126C	NA	42C10min.30C20min	rep2	20	1	1	165330	192300	63494	1.6231	0.5359	2.159
YLR129W	DIP2	42C10min.30C60min	rep2	60	2	2	1248360	1035620	141767	1.0618	0.2135	1.2753
YLR129W	DIP2	42C10min.30C180min	rep2	180	1	1	532390	189300	212220	0.4063	0.4555	0.8619
YLR133W	CKI1	42C10min.30C60min	rep2	60	4	3	5453070	3047090	1550370	0.9625	0.5602	1.5227
YLR133W	CKI1	42C10min.30C20min	rep2	20	2	2	1066050	624930	25473	0.8241	0.0353	0.8593
YLR133W	CKI1	42C10min.30C180min	rep2	180	1	1	1028700	407940	397910	0.4532	0.442	0.8952
